timestamp,symbol,bid_price,bid_size,ask_price,ask_size,trade_price,trade_size,spread,mid_price,spread_pct,imbalance,trade_direction,delta_size
2025-08-07 11:33:30,SPY,629.58,330.0,629.64,850.0,629.62,20.0,0.05999999999994543,629.61,9.529708867385433e-05,-0.4406779661016949,0,0.0
2025-08-07 11:33:40,SPY,629.62,750.0,629.69,357.0,629.6,15.0,0.07000000000005002,629.655,0.0001111719910110299,0.35501355013550134,-1,-5.0
2025-08-07 11:33:45,SPY,629.55,630.0,629.62,930.0,629.6,15.0,0.07000000000005002,629.585,0.00011118435159676616,-0.19230769230769232,0,0.0
2025-08-07 11:33:50,SPY,629.64,130.0,629.7,352.0,629.63,30.0,0.06000000000005912,629.6700000000001,9.528800800428655e-05,-0.4605809128630705,1,15.0
2025-08-07 11:33:56,SPY,629.64,130.0,629.7,352.0,629.63,30.0,0.06000000000005912,629.6700000000001,9.528800800428655e-05,-0.4605809128630705,0,0.0
2025-08-07 11:34:01,SPY,629.64,130.0,629.7,352.0,629.63,30.0,0.06000000000005912,629.6700000000001,9.528800800428655e-05,-0.4605809128630705,0,0.0
2025-08-07 11:34:06,SPY,629.68,250.0,629.75,349.0,629.64,79.0,0.07000000000005002,629.7149999999999,0.00011116139841047146,-0.1652754590984975,1,49.0
2025-08-07 11:34:11,SPY,629.68,250.0,629.75,349.0,629.64,79.0,0.07000000000005002,629.7149999999999,0.00011116139841047146,-0.1652754590984975,0,0.0
2025-08-07 11:34:16,SPY,629.75,650.0,629.81,771.0,629.69,100.0,0.05999999999994543,629.78,9.527136460342569e-05,-0.08515130190007038,1,21.0
2025-08-07 11:34:21,SPY,629.75,650.0,629.81,771.0,629.69,100.0,0.05999999999994543,629.78,9.527136460342569e-05,-0.08515130190007038,0,0.0
2025-08-07 11:34:26,SPY,629.78,150.0,629.85,351.0,629.79,50.0,0.07000000000005002,629.815,0.00011114374856116481,-0.40119760479041916,1,-50.0
2025-08-07 11:34:31,SPY,629.8,550.0,629.86,751.0,629.78,50.0,0.06000000000005912,629.8299999999999,9.526380134331347e-05,-0.15449654112221367,-1,0.0
2025-08-07 11:34:37,SPY,629.8,550.0,629.86,751.0,629.78,50.0,0.06000000000005912,629.8299999999999,9.526380134331347e-05,-0.15449654112221367,0,0.0
2025-08-07 11:34:42,SPY,629.87,530.0,629.93,601.0,629.88,100.0,0.05999999999994543,629.9,9.525321479591274e-05,-0.0627763041556145,1,50.0
2025-08-07 11:34:47,SPY,629.85,650.0,629.92,320.0,629.87,100.0,0.06999999999993634,629.885,0.0001111313970009388,0.3402061855670103,-1,0.0
2025-08-07 11:34:52,SPY,629.81,250.0,629.88,352.0,629.87,77.0,0.07000000000005002,629.845,0.00011113845469925143,-0.16943521594684385,0,-23.0
2025-08-07 11:34:57,SPY,629.8,150.0,629.86,851.0,629.84,100.0,0.06000000000005912,629.8299999999999,9.526380134331347e-05,-0.7002997002997003,-1,23.0
2025-08-07 11:35:02,SPY,629.82,130.0,629.88,231.0,629.83,2.0,0.05999999999994543,629.85,9.526077637524082e-05,-0.27977839335180055,-1,-98.0
2025-08-07 11:35:07,SPY,629.82,130.0,629.88,231.0,629.83,2.0,0.05999999999994543,629.85,9.526077637524082e-05,-0.27977839335180055,0,0.0
2025-08-07 11:35:13,SPY,629.81,130.0,629.87,550.0,629.83,100.0,0.06000000000005912,629.8399999999999,9.526228883535362e-05,-0.6176470588235294,0,98.0
2025-08-07 11:35:18,SPY,629.88,150.0,629.94,300.0,629.83,87.0,0.06000000000005912,629.9100000000001,9.525170262427824e-05,-0.3333333333333333,0,-13.0
2025-08-07 11:35:23,SPY,629.9,350.0,629.96,301.0,629.88,20.0,0.06000000000005912,629.9300000000001,9.52486784246807e-05,0.07526881720430108,1,-67.0
2025-08-07 11:35:28,SPY,629.93,150.0,629.99,300.0,629.91,1.0,0.06000000000005912,629.96,9.5244142485331e-05,-0.3333333333333333,1,-19.0
2025-08-07 11:35:33,SPY,629.9,230.0,629.96,347.0,629.95,1.0,0.06000000000005912,629.9300000000001,9.52486784246807e-05,-0.2027729636048527,1,0.0
2025-08-07 11:35:38,SPY,629.81,280.0,629.86,731.0,629.89,23.0,0.05000000000006821,629.835,7.938587090280503e-05,-0.44609297725024727,-1,22.0
2025-08-07 11:35:43,SPY,629.81,280.0,629.86,731.0,629.89,23.0,0.05000000000006821,629.835,7.938587090280503e-05,-0.44609297725024727,0,0.0
2025-08-07 11:35:49,SPY,629.75,300.0,629.81,831.0,629.81,87.0,0.05999999999994543,629.78,9.527136460342569e-05,-0.46949602122015915,-1,64.0
